Name,Start Time,Duration,Run ID,Source Type,Status,dataset__target_,dataset_batch_size,dataset_max_seq_len,dataset_num_workers,dataset_pin_memory,dataset_pretrained_path,dataset_thereshold,model__target_,model_amino_vocab_size,model_batch_size,model_condense_graph_dim,model_condense_num_dim,model_condense_text_dim,model_dropout_prob,model_eps,model_lr,model_max_epochs,model_node_dim,model_num_feature_dim,model_num_gnn_layers,model_post_fusion_dim,model_post_fusion_dropout_prob,model_pretrained_path,model_rank,model_train_size,model_warmup_epoch,model_weight_decay,model_with_intermediate_layer,model_with_lowrank_tensorfusion_network,model_with_lstm,model_with_tensorfusion_network,trainer__target_,trainer_accelerator,trainer_accumulate_grad_batches,trainer_gpus,trainer_max_epochs,trainer_min_epochs,trainer_progress_bar_refresh_rate,trainer_resume_from_checkpoint,trainer_weights_summary,test/acc_mean,test/acc_std,test/auroc_mean,test/auroc_std,test/f1_mean,test/f1_std,test/loss_mean,test/loss_std,test/prec_mean,test/prec_std,test/rec_mean,test/rec_std,val/f1_mean,val/f1_std
GraphModule333087547,2022-03-02 14:52:58,68ms,decd51563b77495eae0fc59c35e8ec03,LOCAL,FINISHED,src.datamodules.graph_datamodule.GraphDatasetModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.graph_model.GraphModule,29.0,32,,,,0.1,1e-08,5e-05,20,128.0,,2.0,,,,,2586,5,0.01,,,,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.8500000238418579,0,0.4770833253860473,0.0,0.0,0,0.659583330154419,0,0.0,0,0.0,0,0.0,0
TextAndGraphAndNumModule3768217915,2022-03-02 14:52:07,79ms,cef320b55e414c248def83a7768fca51,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,500.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9615384340286256,0,0.9266666173934937,0.0,0.7222222089767456,0,0.1487206667661667,0,0.8125,0,0.6499999761581421,0,0.800000011920929,0
TextAndGraphAndNumModule2887704356,2022-03-02 14:36:38,84ms,781b3da8efb7471ab6049b9fefcbc1a8,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,500.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9692307710647584,0,0.9787499904632568,0.0,0.7894737124443054,0,0.0927775725722312,0,0.8333333134651184,0,0.75,0,0.7826087474822998,0
TextAndGraphAndNumModule1832344616,2022-03-02 14:21:01,269ms,64117390c7574e999280996d1cd0389a,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,300.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.965384602546692,0,0.962291657924652,0.0,0.7428571581840515,0,0.1377239823341369,0,0.8666666746139526,0,0.6499999761581421,0,0.8333333134651184,0
TextAndGraphAndNumModule1012590748,2022-03-02 14:06:21,81ms,85091792a3d742f0aeec4fa6870dd589,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,300.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.965384602546692,0,0.9650000333786012,0.0,0.7692307233810425,0,0.1069196537137031,0,0.7894737124443054,0,0.75,0,0.800000011920929,0
TextAndGraphAndNumModule2607361321,2022-03-02 13:51:32,81ms,7102d74220c44e48b5ab4d252387af97,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.957692325115204,0,0.9493749737739564,0.0,0.6666666269302368,0,0.1682547330856323,0,0.8461538553237915,0,0.550000011920929,0,0.800000011920929,0
TextAndGraphAndNumModule165420071,2022-03-02 13:36:51,80ms,46025062107b428da9904cb55477ee6d,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9692307710647584,0,0.9756250381469728,0.0,0.7777777910232544,0,0.1265765875577926,0,0.875,0,0.699999988079071,0,0.8571428656578064,0
TextAndGraphAndNumModule4258360578,2022-03-02 13:21:57,75ms,2be9f440daf74526b80b5a137b5763c3,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,180.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.949999988079071,0,0.8968750238418579,0.0,0.6285714507102966,0,0.1754669845104217,0,0.7333333492279053,0,0.550000011920929,0,0.8181817531585693,0
TextAndGraphAndNumModule3552154414,2022-03-02 13:07:28,77ms,4918431536c546b9909ab1977d31fd0b,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,180.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.965384602546692,0,0.9743749499320984,0.0,0.7428571581840515,0,0.1386517584323883,0,0.8666666746139526,0,0.6499999761581421,0,0.8181817531585693,0
TextAndGraphAndNumModule3408620961,2022-03-02 12:52:42,81ms,d1187b6a1ee74f0e907b9b28339dd117,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,False,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.965384602546692,0,0.9800000190734864,0.0,0.7567567825317383,0,0.1687974482774734,0,0.8235294222831726,0,0.699999988079071,0,0.9090909361839294,0
TextAndGraphAndNumModule3962754994,2022-03-02 12:38:01,82ms,236f1a36d4d64a20818652a76fafcd49,LOCAL,FINISHED,src.datamodules.text_and_graph_and_num_datamodule.TextAndGraphAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_and_num_model.TextAndGraphAndNumModule,29.0,32,32.0,32.0,128.0,,1e-08,5e-05,20,128.0,100.0,2.0,512.0,0.1,dmis-lab/biobert-v1.1,4.0,2586,5,0.01,True,False,False,False,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.942307710647583,0,0.975833296775818,0.0,0.5454545021057129,0,0.1209345310926437,0,0.692307710647583,0,0.449999988079071,0,0.800000011920929,0
TextAndNumModule208959473,2022-03-02 12:23:31,64ms,2254dc11253b4ecca86cb276f0298a6a,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,500.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.949999988079071,0,0.9685416221618652,0.0,0.6829268336296082,0,0.1402863711118698,0,0.6666666865348816,0,0.699999988079071,0,0.75,0
TextAndNumModule1477598881,2022-03-02 12:08:34,65ms,6fd2f7e2744e4d2385495beb7d86871f,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,500.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.949999988079071,0,0.9414583444595336,0.0,0.6666666865348816,0,0.1615591794252395,0,0.6842105388641357,0,0.6499999761581421,0,0.8181817531585693,0
TextAndNumModule3835081873,2022-03-02 11:53:41,66ms,337309d271c64637865108cb46f5be12,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,300.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.957692325115204,0,0.8972917199134827,0.0,0.7027027010917664,0,0.1782664805650711,0,0.7647058963775635,0,0.6499999761581421,0,0.6666666865348816,0
TextAndNumModule3680169622,2022-03-02 11:39:12,65ms,1b1176c2b68d4665ba698093ee514379,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,300.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.957692325115204,0,0.9356250166893004,0.0,0.6857142448425293,0,0.1230017393827438,0,0.800000011920929,0,0.6000000238418579,0,0.7826087474822998,0
TextAndNumModule4119342015,2022-03-02 11:24:27,66ms,cf9826746c974f9482295bf8bd9a71a7,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.949999988079071,0,0.9635416269302368,0.0,0.6060605645179749,0,0.1363631635904312,0,0.7692307829856873,0,0.5,0,0.7272727489471436,0
TextAndNumModule1675729731,2022-03-02 11:10:16,64ms,cf634ad010f24fc5a7c4f5bc52fff506,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9461538195610046,0,0.9466667175292968,0.0,0.6111111640930176,0,0.1494820564985275,0,0.6875,0,0.550000011920929,0,0.7272727489471436,0
TextAndNumModule1332743487,2022-03-02 10:56:04,64ms,ce29c27faa80483db8dd9a68efa06e53,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,180.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9538461565971376,0,0.978541612625122,0.0,0.625,0,0.1330218911170959,0,0.8333333134651184,0,0.5,0,0.800000011920929,0
TextAndNumModule2391164927,2022-03-02 10:42:11,66ms,e8f33bd1f91f4ff68a1e6ba25d2877b0,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,180.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.957692325115204,0,0.9727083444595336,0.0,0.7027027010917664,0,0.1222716197371482,0,0.7647058963775635,0,0.6499999761581421,0,0.761904776096344,0
TextAndNumModule1352186844,2022-03-02 10:28:08,63ms,92bd9e1d49a942ed92a46a9ed5d9b7a6,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,False,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9461538195610046,0,0.9574999809265136,0.0,0.5882353186607361,0,0.1858291625976562,0,0.7142857313156128,0,0.5,0,0.8571428656578064,0
TextAndNumModule3255545426,2022-03-02 10:14:17,62ms,e8444c48f68649949f40cc358e320ae9,LOCAL,FINISHED,src.datamodules.text_and_num_datamodule.TextAndNumModule,16,256.0,0,False,dmis-lab/biobert-v1.1,,src.models.text_and_num_model.TextAndNumModule,,32,,,,,1e-08,5e-05,20,,100.0,,,,dmis-lab/biobert-v1.1,,2586,5,0.01,True,,False,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.957692325115204,0,0.9712499380111694,0.0,0.6857142448425293,0,0.1370556503534317,0,0.800000011920929,0,0.6000000238418579,0,0.7368420958518982,0
TextAndGraphModule2473841935,2022-03-01 22:38:41,66ms,5e50bea324174274a891a757de6f8af3,LOCAL,FINISHED,src.datamodules.text_and_graph_datamodule.TextAndGraphModule,16,256.0,0,False,dmis-lab/biobert-v1.1,8.0,src.models.text_and_graph_model.TextAndGraphModule,29.0,32,,,,,1e-08,5e-05,20,128.0,,2.0,,,dmis-lab/biobert-v1.1,,2586,5,0.01,,,,,pytorch_lightning.Trainer,ddp,,2,20,1,5,None,None,0.9692307710647584,0,0.9831250309944152,0.0,0.7777777910232544,0,0.1196376383304596,0,0.875,0,0.699999988079071,0,0.8571428656578064,0
